,Content ID,User ID,Type of Reaction,Sentiment,Score,Type of Content,Category,Total Score
2020,af7971aa-5fd5-41d3-b6c3-583704a705a2,3a80467c-0f1f-49ca-b904-1938ea2177a9,interested,1,30,video,healthy eating,30
2021,af7971aa-5fd5-41d3-b6c3-583704a705a2,8d67b1c4-cd76-4701-a908-738e7a2411e7,interested,1,30,video,healthy eating,30
2022,af7971aa-5fd5-41d3-b6c3-583704a705a2,9a84c667-c913-47ce-be69-0f847dbfe0db,peeking,0,35,video,healthy eating,0
2023,af7971aa-5fd5-41d3-b6c3-583704a705a2,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,peeking,0,35,video,healthy eating,0
2024,af7971aa-5fd5-41d3-b6c3-583704a705a2,007a1366-a46f-40f1-9ba5-01245aeaf20f,peeking,0,35,video,healthy eating,0
2025,af7971aa-5fd5-41d3-b6c3-583704a705a2,ba55c3a8-5ab2-486a-8c90-b972117453bb,peeking,0,35,video,healthy eating,0
2026,af7971aa-5fd5-41d3-b6c3-583704a705a2,3f2d07e5-3604-4873-9737-bb44340773d8,peeking,0,35,video,healthy eating,0
2027,af7971aa-5fd5-41d3-b6c3-583704a705a2,f9775602-43ab-4d54-ad93-7c9a489879bc,cherish,1,70,video,healthy eating,70
2028,af7971aa-5fd5-41d3-b6c3-583704a705a2,f7d73e35-248c-4369-9e4d-1f38bea06a5f,hate,-1,5,video,healthy eating,-5
2029,af7971aa-5fd5-41d3-b6c3-583704a705a2,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,hate,-1,5,video,healthy eating,-5
2030,af7971aa-5fd5-41d3-b6c3-583704a705a2,8fe167eb-3c69-459a-b32d-b030b942eab4,indifferent,0,20,video,healthy eating,0
2031,af7971aa-5fd5-41d3-b6c3-583704a705a2,248a8f9f-10ac-4786-adfb-d0c3dd4e4b97,indifferent,0,20,video,healthy eating,0
2032,af7971aa-5fd5-41d3-b6c3-583704a705a2,de39bbda-66a8-4c52-835a-7a104cf7f081,indifferent,0,20,video,healthy eating,0
2033,af7971aa-5fd5-41d3-b6c3-583704a705a2,63e1cb43-d3dc-491a-af16-209c1c152c44,indifferent,0,20,video,healthy eating,0
2034,af7971aa-5fd5-41d3-b6c3-583704a705a2,766886c9-a63a-4446-bb4a-07d611b3b212,super love,1,75,video,healthy eating,75
2035,af7971aa-5fd5-41d3-b6c3-583704a705a2,289044c8-e74c-4814-898a-b3b5eba6e46e,super love,1,75,video,healthy eating,75
2036,af7971aa-5fd5-41d3-b6c3-583704a705a2,e3417115-6e56-4f55-a4ae-70353582a8c4,super love,1,75,video,healthy eating,75
2037,af7971aa-5fd5-41d3-b6c3-583704a705a2,49f49bcf-17fe-4edd-990d-16c3d1df931b,worried,-1,12,video,healthy eating,-12
2038,af7971aa-5fd5-41d3-b6c3-583704a705a2,48e26178-5cdd-4568-9990-d3bc5937910b,worried,-1,12,video,healthy eating,-12
2039,af7971aa-5fd5-41d3-b6c3-583704a705a2,40e643fb-369c-4ecb-beb7-810114f331fa,like,1,50,video,healthy eating,50
2040,af7971aa-5fd5-41d3-b6c3-583704a705a2,3c45659f-e24d-4b0d-8210-0b7704ea1ac6,heart,1,60,video,healthy eating,60
2041,af7971aa-5fd5-41d3-b6c3-583704a705a2,e79a2e98-57b4-4469-8da4-87f338460d42,heart,1,60,video,healthy eating,60
2042,af7971aa-5fd5-41d3-b6c3-583704a705a2,93dd80c0-4ff2-42ed-9949-1621b0a68c63,want,1,70,video,healthy eating,70
2043,af7971aa-5fd5-41d3-b6c3-583704a705a2,2a41e628-4cc5-4765-af2e-8b3dec750c0b,want,1,70,video,healthy eating,70
2044,af7971aa-5fd5-41d3-b6c3-583704a705a2,5d33137a-3306-4d5f-8ab1-48d2446a12b0,intrigued,1,45,video,healthy eating,45
2045,af7971aa-5fd5-41d3-b6c3-583704a705a2,3a752edf-f723-46a5-bffb-4a9ed6475546,intrigued,1,45,video,healthy eating,45
2046,af7971aa-5fd5-41d3-b6c3-583704a705a2,dbacabf8-7ebd-4f22-a261-59d8dad306f1,love,1,65,video,healthy eating,65
2047,af7971aa-5fd5-41d3-b6c3-583704a705a2,e09aa625-3db7-49bd-be09-9aaa0c86a8bf,love,1,65,video,healthy eating,65
2048,af7971aa-5fd5-41d3-b6c3-583704a705a2,3f2d07e5-3604-4873-9737-bb44340773d8,adore,1,72,video,healthy eating,72
2049,af7971aa-5fd5-41d3-b6c3-583704a705a2,4edc3d1a-a7d9-4db6-89c3-f784d9954172,adore,1,72,video,healthy eating,72
2050,af7971aa-5fd5-41d3-b6c3-583704a705a2,bf970f55-66c1-402d-a5d7-f086421516c9,adore,1,72,video,healthy eating,72
2051,af7971aa-5fd5-41d3-b6c3-583704a705a2,6053d7e5-47da-4156-8b7c-dacf23a0e660,adore,1,72,video,healthy eating,72
2052,af7971aa-5fd5-41d3-b6c3-583704a705a2,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,adore,1,72,video,healthy eating,72
2053,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,db392b86-6ba5-4a9b-933a-a2553488bb62,disgust,-1,0,video,healthy eating,0
2054,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,79acce4b-b991-4a68-b762-d496686a4f32,disgust,-1,0,video,healthy eating,0
2055,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,c43c2351-9591-4122-acdd-b521723d7292,disgust,-1,0,video,healthy eating,0
2056,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,58fc0c8b-f669-4ee3-9a92-6d4290d85277,dislike,-1,10,video,healthy eating,-10
2057,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,d2e48a3d-aeca-4b36-8550-f8cbb10d09b8,scared,-1,15,video,healthy eating,-15
2058,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,8d67b1c4-cd76-4701-a908-738e7a2411e7,scared,-1,15,video,healthy eating,-15
2059,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,ad4bd878-55e7-487c-a4db-470b23bbd832,scared,-1,15,video,healthy eating,-15
2060,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,peeking,0,35,video,healthy eating,0
2061,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,e2377b94-f06a-49ed-a266-377c4b07e980,peeking,0,35,video,healthy eating,0
2062,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,104c4dcb-70d5-4d87-b5b5-8b67205891fe,peeking,0,35,video,healthy eating,0
2063,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,de39bbda-66a8-4c52-835a-7a104cf7f081,peeking,0,35,video,healthy eating,0
2064,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,8f41c07f-db4f-44f3-ae81-1f99cee047eb,cherish,1,70,video,healthy eating,70
2065,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,fe15963d-0a77-4247-9bc6-04e146b826b2,super love,1,75,video,healthy eating,75
2066,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,274ac4ac-395a-4f70-90e5-9771ac3db11b,super love,1,75,video,healthy eating,75
2067,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,d9aab962-e964-4afd-83ee-abda0865da67,super love,1,75,video,healthy eating,75
2068,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,8abcf667-7be3-439f-97bb-3375a3de366c,worried,-1,12,video,healthy eating,-12
2069,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,bf970f55-66c1-402d-a5d7-f086421516c9,like,1,50,video,healthy eating,50
2070,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,b1954833-b6a5-4c6c-9709-80686b7768c4,heart,1,60,video,healthy eating,60
2071,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,fe1c151b-1a95-43fa-9a4c-f3214adba852,heart,1,60,video,healthy eating,60
2072,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,6978b891-dea2-4217-8bc8-47d5aa25e743,heart,1,60,video,healthy eating,60
2073,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,1f7e22c8-558a-4b6f-a04f-b219593f029e,want,1,70,video,healthy eating,70
2074,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,6053d7e5-47da-4156-8b7c-dacf23a0e660,intrigued,1,45,video,healthy eating,45
2075,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,b9bcd994-f000-4f6b-87fc-caae08acfaa1,intrigued,1,45,video,healthy eating,45
2076,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,76a034b7-e163-4735-a15b-b0ff645ca627,intrigued,1,45,video,healthy eating,45
2077,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,3a80467c-0f1f-49ca-b904-1938ea2177a9,intrigued,1,45,video,healthy eating,45
2078,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,3e65775b-36e4-495d-9c45-28127fb3da5f,love,1,65,video,healthy eating,65
2079,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,f3eb7ee0-7788-43a0-9686-1c399260b17e,love,1,65,video,healthy eating,65
2080,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,love,1,65,video,healthy eating,65
2081,cd568dd1-70cf-45d6-b495-10eebff8c920,76a034b7-e163-4735-a15b-b0ff645ca627,disgust,-1,0,photo,dogs,0
2082,cd568dd1-70cf-45d6-b495-10eebff8c920,d51a3403-8bab-4d88-af4f-a429c6d8c168,disgust,-1,0,photo,dogs,0
2083,cd568dd1-70cf-45d6-b495-10eebff8c920,d4dc38d4-5c80-428f-95da-b746a275531c,dislike,-1,10,photo,dogs,-10
2084,cd568dd1-70cf-45d6-b495-10eebff8c920,b473e898-b7b0-4a57-959d-484bf4cc4483,dislike,-1,10,photo,dogs,-10
2085,cd568dd1-70cf-45d6-b495-10eebff8c920,1f7e22c8-558a-4b6f-a04f-b219593f029e,scared,-1,15,photo,dogs,-15
2086,cd568dd1-70cf-45d6-b495-10eebff8c920,a6133f47-5586-434e-8be1-1e7122db1c0e,scared,-1,15,photo,dogs,-15
2087,cd568dd1-70cf-45d6-b495-10eebff8c920,941db1b1-270d-47f8-8a96-43f5a7481f03,interested,1,30,photo,dogs,30
2088,cd568dd1-70cf-45d6-b495-10eebff8c920,311d7214-711f-4f66-bc9a-e835fa54ffb6,interested,1,30,photo,dogs,30
2089,cd568dd1-70cf-45d6-b495-10eebff8c920,d81dc9d9-a614-40f1-9dd4-7a4a05bac243,peeking,0,35,photo,dogs,0
2090,cd568dd1-70cf-45d6-b495-10eebff8c920,89572273-761e-46f3-8b99-1689d98aac90,cherish,1,70,photo,dogs,70
2091,cd568dd1-70cf-45d6-b495-10eebff8c920,ef629f00-391d-4a79-af74-77a9afdbbd41,hate,-1,5,photo,dogs,-5
2092,cd568dd1-70cf-45d6-b495-10eebff8c920,e8c9386c-8fbc-40cc-9587-ccb912ec5c10,hate,-1,5,photo,dogs,-5
2093,cd568dd1-70cf-45d6-b495-10eebff8c920,bf970f55-66c1-402d-a5d7-f086421516c9,indifferent,0,20,photo,dogs,0
2094,cd568dd1-70cf-45d6-b495-10eebff8c920,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,indifferent,0,20,photo,dogs,0
2095,cd568dd1-70cf-45d6-b495-10eebff8c920,740a4abd-187d-4783-990b-161c52fb5f86,indifferent,0,20,photo,dogs,0
2096,cd568dd1-70cf-45d6-b495-10eebff8c920,3e65775b-36e4-495d-9c45-28127fb3da5f,super love,1,75,photo,dogs,75
2097,cd568dd1-70cf-45d6-b495-10eebff8c920,4eed2f45-f040-4995-a60f-472af1ff379a,super love,1,75,photo,dogs,75
2098,cd568dd1-70cf-45d6-b495-10eebff8c920,e89d4cb0-3bec-43b8-8060-719983fe68a9,super love,1,75,photo,dogs,75
2099,cd568dd1-70cf-45d6-b495-10eebff8c920,b1954833-b6a5-4c6c-9709-80686b7768c4,super love,1,75,photo,dogs,75
2100,cd568dd1-70cf-45d6-b495-10eebff8c920,85eca06e-b8db-4fd9-b083-da47572c40b2,like,1,50,photo,dogs,50
2101,cd568dd1-70cf-45d6-b495-10eebff8c920,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,heart,1,60,photo,dogs,60
2102,cd568dd1-70cf-45d6-b495-10eebff8c920,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,heart,1,60,photo,dogs,60
2103,cd568dd1-70cf-45d6-b495-10eebff8c920,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,heart,1,60,photo,dogs,60
2104,cd568dd1-70cf-45d6-b495-10eebff8c920,c8145b49-3841-466e-9d49-a636ce2e7d1f,heart,1,60,photo,dogs,60
2105,cd568dd1-70cf-45d6-b495-10eebff8c920,0c9ea4da-c609-4b08-ab44-1da0530ba364,heart,1,60,photo,dogs,60
2106,cd568dd1-70cf-45d6-b495-10eebff8c920,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,want,1,70,photo,dogs,70
2107,cd568dd1-70cf-45d6-b495-10eebff8c920,77a7b81e-96f7-4e5a-92c7-5b07f7333913,want,1,70,photo,dogs,70
2108,cd568dd1-70cf-45d6-b495-10eebff8c920,5ffd8b51-164e-47e2-885e-8b8c46eb63ed,want,1,70,photo,dogs,70
2109,cd568dd1-70cf-45d6-b495-10eebff8c920,b6fd2140-f8b9-498a-a07f-0dc9986736c6,intrigued,1,45,photo,dogs,45
2110,cd568dd1-70cf-45d6-b495-10eebff8c920,4dc7482d-e44b-47cc-bc27-7bf663497997,intrigued,1,45,photo,dogs,45
2111,cd568dd1-70cf-45d6-b495-10eebff8c920,9bbcd241-2de4-4a55-a3fe-2292cfbdc11c,intrigued,1,45,photo,dogs,45
2112,cd568dd1-70cf-45d6-b495-10eebff8c920,542041fb-f361-4353-b0f0-442c1585317a,intrigued,1,45,photo,dogs,45
2113,cd568dd1-70cf-45d6-b495-10eebff8c920,aab5b5d2-682b-4b27-89ae-cf7803f76786,love,1,65,photo,dogs,65
2114,cd568dd1-70cf-45d6-b495-10eebff8c920,9a84c667-c913-47ce-be69-0f847dbfe0db,love,1,65,photo,dogs,65
2115,cd568dd1-70cf-45d6-b495-10eebff8c920,bfe23c39-f814-4282-b0f7-506cd8295b8a,love,1,65,photo,dogs,65
2116,cd568dd1-70cf-45d6-b495-10eebff8c920,f46eee2a-6024-4046-a6f4-5232366edb87,love,1,65,photo,dogs,65
2117,cd568dd1-70cf-45d6-b495-10eebff8c920,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,love,1,65,photo,dogs,65
2118,cd568dd1-70cf-45d6-b495-10eebff8c920,b3a84639-5a4f-4c97-8ea8-2ac49882e27a,love,1,65,photo,dogs,65
2119,cd568dd1-70cf-45d6-b495-10eebff8c920,95023c1b-04b7-4efd-ab34-61a4a70bb9d8,adore,1,72,photo,dogs,72
2120,cd568dd1-70cf-45d6-b495-10eebff8c920,a8d09ab9-44c6-493c-afdf-93888822a4b0,adore,1,72,photo,dogs,72
2121,cd568dd1-70cf-45d6-b495-10eebff8c920,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,adore,1,72,photo,dogs,72
2122,cd568dd1-70cf-45d6-b495-10eebff8c920,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,adore,1,72,photo,dogs,72
2123,cd568dd1-70cf-45d6-b495-10eebff8c920,07061727-dc05-4411-ab78-79f95b1869a9,adore,1,72,photo,dogs,72
2124,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,ba55c3a8-5ab2-486a-8c90-b972117453bb,disgust,-1,0,photo,travel,0
2125,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,8f41c07f-db4f-44f3-ae81-1f99cee047eb,disgust,-1,0,photo,travel,0
2126,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,disgust,-1,0,photo,travel,0
2127,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,1932a904-86ba-4438-bb52-b7e6516a4019,disgust,-1,0,photo,travel,0
2128,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,dislike,-1,10,photo,travel,-10
2129,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,2ab641a8-6ad4-4d1a-8511-d87ff5346773,dislike,-1,10,photo,travel,-10
2130,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,f25dc445-de4a-47ee-92a4-0ff29c56656d,dislike,-1,10,photo,travel,-10
2131,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,3205ad12-726a-4b65-a15a-1a899a9d310b,scared,-1,15,photo,travel,-15
2132,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,scared,-1,15,photo,travel,-15
2133,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,5c433d28-dfb7-4456-a468-dc3705147ce0,interested,1,30,photo,travel,30
2134,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,122c3e03-0a96-4d62-9d17-27f8e2b6ba58,interested,1,30,photo,travel,30
2135,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,peeking,0,35,photo,travel,0
2136,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,cherish,1,70,photo,travel,70
2137,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,4fe1900d-5e78-41a3-88ed-18e6889c6c77,cherish,1,70,photo,travel,70
2138,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,2941011b-f214-4430-8a14-e791ed0805bb,indifferent,0,20,photo,travel,0
2139,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,indifferent,0,20,photo,travel,0
2140,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,274ac4ac-395a-4f70-90e5-9771ac3db11b,super love,1,75,photo,travel,75
2141,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,75ef996f-dee4-47d9-87e2-9b58ebd76ff0,super love,1,75,photo,travel,75
2142,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,8298747d-33c8-441c-9c5a-a6cf648c95d8,super love,1,75,photo,travel,75
2143,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,caa8605b-5cd3-49d0-a680-2a6e9f3bf0a5,worried,-1,12,photo,travel,-12
2144,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,3b751c3f-bab7-4b2b-a95f-10d57c02aa6a,want,1,70,photo,travel,70
2145,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,78703a69-8edc-458f-b0fc-85d96501dcdc,want,1,70,photo,travel,70
2146,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,4ef2c812-b152-4a72-a443-f4ff787d7b0d,want,1,70,photo,travel,70
2147,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,ae4eaf32-9db8-457d-ad58-1c4fad4b7eff,intrigued,1,45,photo,travel,45
2148,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,cb97b0ea-fc93-4597-b391-846710c6fedc,intrigued,1,45,photo,travel,45
2149,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,7be6e8bc-39b0-4035-ac93-1df8fd7e1928,adore,1,72,photo,travel,72
2150,ef99fd68-74fb-4c72-bc70-742ebca14499,41cd692a-be3c-4acd-a2c8-184586bdc180,disgust,-1,0,video,soccer,0
2151,ef99fd68-74fb-4c72-bc70-742ebca14499,33a8d02a-e255-4ffe-9d90-2df8c2914077,dislike,-1,10,video,soccer,-10
2152,ef99fd68-74fb-4c72-bc70-742ebca14499,95f4bf3f-7eb7-429a-9f48-0f7cbdf0beaa,dislike,-1,10,video,soccer,-10
2153,ef99fd68-74fb-4c72-bc70-742ebca14499,95258c36-5b6b-4591-85ee-0c43f503c1d5,dislike,-1,10,video,soccer,-10
2154,ef99fd68-74fb-4c72-bc70-742ebca14499,9be473d9-cfdf-4954-bae2-09b0555a8ebb,scared,-1,15,video,soccer,-15
2155,ef99fd68-74fb-4c72-bc70-742ebca14499,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,peeking,0,35,video,soccer,0
2156,ef99fd68-74fb-4c72-bc70-742ebca14499,a5c65404-5894-4b87-82f2-d787cbee86b4,peeking,0,35,video,soccer,0
2157,ef99fd68-74fb-4c72-bc70-742ebca14499,af647535-dae8-4ca3-9203-bf4bfc607ffe,cherish,1,70,video,soccer,70
2158,ef99fd68-74fb-4c72-bc70-742ebca14499,d1a89d23-7d17-4949-9e1a-637317141f3d,cherish,1,70,video,soccer,70
2159,ef99fd68-74fb-4c72-bc70-742ebca14499,3d5f257e-556b-4e19-b127-977bc5c4daed,hate,-1,5,video,soccer,-5
2160,ef99fd68-74fb-4c72-bc70-742ebca14499,953cb190-5704-4926-adc2-057c6f3e3cb4,hate,-1,5,video,soccer,-5
2161,ef99fd68-74fb-4c72-bc70-742ebca14499,596342af-6379-4551-8379-f4b805f9d576,hate,-1,5,video,soccer,-5
2162,ef99fd68-74fb-4c72-bc70-742ebca14499,094fbe49-da84-4445-9d28-7fc5f593f5ad,hate,-1,5,video,soccer,-5
2163,ef99fd68-74fb-4c72-bc70-742ebca14499,f7785ec1-7383-4815-8206-80de7c05fdf9,indifferent,0,20,video,soccer,0
2164,ef99fd68-74fb-4c72-bc70-742ebca14499,2dd186bb-7a28-4e80-99c7-f1936afc7b49,indifferent,0,20,video,soccer,0
2165,ef99fd68-74fb-4c72-bc70-742ebca14499,b9480379-4b96-412c-8dca-96fff9ae81a3,indifferent,0,20,video,soccer,0
2166,ef99fd68-74fb-4c72-bc70-742ebca14499,7000ac2e-87a0-4e23-b342-5f150e03f9ef,indifferent,0,20,video,soccer,0
2167,ef99fd68-74fb-4c72-bc70-742ebca14499,9b8a3e97-eee6-4de5-ab88-e00d2c0db6b9,super love,1,75,video,soccer,75
2168,ef99fd68-74fb-4c72-bc70-742ebca14499,11f207c2-0113-47e5-aa9a-df2c7b91ac75,like,1,50,video,soccer,50
2169,ef99fd68-74fb-4c72-bc70-742ebca14499,e79a2e98-57b4-4469-8da4-87f338460d42,like,1,50,video,soccer,50
2170,ef99fd68-74fb-4c72-bc70-742ebca14499,e8493c32-7f6f-4e57-a691-cf0df6f015c9,like,1,50,video,soccer,50
2171,ef99fd68-74fb-4c72-bc70-742ebca14499,a58444bc-a23e-40a1-b09d-0f90bd5cd6b3,like,1,50,video,soccer,50
2172,ef99fd68-74fb-4c72-bc70-742ebca14499,de1d478e-3552-4223-b039-d3086cc485ec,heart,1,60,video,soccer,60
2173,ef99fd68-74fb-4c72-bc70-742ebca14499,f46eee2a-6024-4046-a6f4-5232366edb87,heart,1,60,video,soccer,60
2174,ef99fd68-74fb-4c72-bc70-742ebca14499,fe1c151b-1a95-43fa-9a4c-f3214adba852,intrigued,1,45,video,soccer,45
2175,ef99fd68-74fb-4c72-bc70-742ebca14499,1ebc46fa-edd3-4dec-bb45-c124daf83512,intrigued,1,45,video,soccer,45
2176,ef99fd68-74fb-4c72-bc70-742ebca14499,4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2,intrigued,1,45,video,soccer,45
2177,ef99fd68-74fb-4c72-bc70-742ebca14499,05d7e77f-a18a-4358-a23a-46c560b3682e,intrigued,1,45,video,soccer,45
2178,ef99fd68-74fb-4c72-bc70-742ebca14499,c880dbc5-8997-4f38-9055-c254b9133175,intrigued,1,45,video,soccer,45
2179,ef99fd68-74fb-4c72-bc70-742ebca14499,d27670c9-f85e-43e0-80a7-122cba908f10,intrigued,1,45,video,soccer,45
2180,ef99fd68-74fb-4c72-bc70-742ebca14499,b870b764-7447-4990-a8d4-024d33e0e67d,love,1,65,video,soccer,65
2181,ef99fd68-74fb-4c72-bc70-742ebca14499,ce9b41f4-625e-4868-83d1-6b53767a8af5,love,1,65,video,soccer,65
2182,ef99fd68-74fb-4c72-bc70-742ebca14499,f717de6d-2b64-4ef9-855d-ff1c9460c3fe,love,1,65,video,soccer,65
2183,ef99fd68-74fb-4c72-bc70-742ebca14499,bf721d00-4fa1-44b1-834f-4730cd51aefa,love,1,65,video,soccer,65
2184,ef99fd68-74fb-4c72-bc70-742ebca14499,306662a5-e17a-44a4-bb67-cc858ae1dccd,adore,1,72,video,soccer,72
2185,ef99fd68-74fb-4c72-bc70-742ebca14499,e09aa625-3db7-49bd-be09-9aaa0c86a8bf,adore,1,72,video,soccer,72
2186,ef99fd68-74fb-4c72-bc70-742ebca14499,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,adore,1,72,video,soccer,72
2187,d147ab3c-4097-4eec-b4dc-480e4ece801b,b9480379-4b96-412c-8dca-96fff9ae81a3,disgust,-1,0,audio,culture,0
2188,d147ab3c-4097-4eec-b4dc-480e4ece801b,4793cc6d-be60-42cc-bfd4-7ce8fd4d0eab,dislike,-1,10,audio,culture,-10
2189,d147ab3c-4097-4eec-b4dc-480e4ece801b,3d13e0d3-e765-4065-9221-3f864689b9e0,indifferent,0,20,audio,culture,0
2190,d147ab3c-4097-4eec-b4dc-480e4ece801b,ad9f5c2f-aa30-4baf-b084-56b1a4b63b09,heart,1,60,audio,culture,60
2191,62681a6c-fe82-4186-ba7d-0805ae5b95ed,b6fd2140-f8b9-498a-a07f-0dc9986736c6,disgust,-1,0,audio,veganism,0
2192,62681a6c-fe82-4186-ba7d-0805ae5b95ed,e69d9ade-20e5-4e31-bc70-5a46556c530f,cherish,1,70,audio,veganism,70
2193,62681a6c-fe82-4186-ba7d-0805ae5b95ed,a559688e-3f10-436f-a25e-8ad553eacb89,super love,1,75,audio,veganism,75
2194,62681a6c-fe82-4186-ba7d-0805ae5b95ed,e3417115-6e56-4f55-a4ae-70353582a8c4,super love,1,75,audio,veganism,75
2195,62681a6c-fe82-4186-ba7d-0805ae5b95ed,311d7214-711f-4f66-bc9a-e835fa54ffb6,worried,-1,12,audio,veganism,-12
2196,62681a6c-fe82-4186-ba7d-0805ae5b95ed,de050611-e926-43bb-b1ea-502d8bd25bfc,want,1,70,audio,veganism,70
2197,62681a6c-fe82-4186-ba7d-0805ae5b95ed,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,want,1,70,audio,veganism,70
2198,62681a6c-fe82-4186-ba7d-0805ae5b95ed,766886c9-a63a-4446-bb4a-07d611b3b212,want,1,70,audio,veganism,70
2199,62681a6c-fe82-4186-ba7d-0805ae5b95ed,bfe23c39-f814-4282-b0f7-506cd8295b8a,love,1,65,audio,veganism,65
2200,62681a6c-fe82-4186-ba7d-0805ae5b95ed,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,adore,1,72,audio,veganism,72
2201,67f2a150-6086-4cbd-8d21-46250ccef5a2,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,disgust,-1,0,GIF,cooking,0
2202,67f2a150-6086-4cbd-8d21-46250ccef5a2,c64c5004-6ab5-4faa-9fcd-8039fe57799d,disgust,-1,0,GIF,cooking,0
2203,67f2a150-6086-4cbd-8d21-46250ccef5a2,6178d76a-af2e-4453-93ee-02ca23ed3fdc,disgust,-1,0,GIF,cooking,0
2204,67f2a150-6086-4cbd-8d21-46250ccef5a2,aa71ef91-252d-4c99-92ad-cf617f09fced,disgust,-1,0,GIF,cooking,0
2205,67f2a150-6086-4cbd-8d21-46250ccef5a2,f0ef81ec-85b1-4475-ae60-aa7d373088aa,disgust,-1,0,GIF,cooking,0
